Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,BenthicInvertebratesASPT,BenthicInvertebratesMILA,BenthicInvertebratesBQI
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2015-11-04,,SLU,0.75,6.333,59.467,
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2015-11-04,,SLU,3,,,2.947
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2016-10-25,,SLU,0.5,5.923,33.259,
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2016-10-25,,SLU,3.5,,,3
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2017-10-24,,SLU,0.54,6.571,44.606,
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2017-10-24,,SLU,3.5,,,2.667
WA51284243,SE695220-143383,Stor-Backsjön,Stor-Backsjön,,,2018-10-25,,SLU,3.4,,,0
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2002-10-24,,SLU,0.5,5.688,90.557,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2002-10-24,,SLU,36.5,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2003-11-05,,SLU,0.5,6.5,60.471,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2003-11-05,,SLU,35.5,,,3.111
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2004-11-02,,SLU,0.5,5.688,76.726,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2004-11-02,,SLU,36.5,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2005-10-18,,SLU,28,,,3.059
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2005-10-31,,SLU,0.5,5.611,84.584,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2006-10-17,,SLU,0.5,5.286,75.902,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2006-10-17,,SLU,27.5,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2007-10-13,,SLU,0.5,5.76,86.362,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2007-10-13,,SLU,35,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2008-10-08,,SLU,0.5,6.5,55.407,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2008-10-08,,SLU,30,,,3.471
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2009-10-22,,SLU,0.5,5.75,89.646,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2009-10-22,,SLU,33,,,3.143
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2010-11-04,,SLU,0.5,6.056,63.633,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2010-11-04,,SLU,7,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2011-10-20,,SLU,0,6.133,57.044,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2011-11-01,,SLU,33,,,3.485
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2012-10-23,,SLU,0,5.556,59.272,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2013-10-16,,SLU,,5.364,58.684,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2013-10-16,,SLU,37.4,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2014-10-14,,SLU,,4.8,42.256,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2014-10-14,,SLU,34.5,,,3
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2015-10-15,,SLU,,6.45,51.997,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2015-10-15,,SLU,34,,,0
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2016-10-11,,SLU,35,,,3.059
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2017-10-26,,SLU,0.48,5.438,39.125,
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2017-10-26,,SLU,35.5,,,4
WA27767103,SE655863-129783,Västra Solsjön,Västra Solsjön,,,2018-10-11,,SLU,37,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2002-10-08,,SLU,0.5,6,64.726,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2002-10-08,,SLU,5,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2002-10-08,,SLU,13,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2003-10-09,,SLU,0.5,5.864,72.669,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2003-10-09,,SLU,5,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2003-10-09,,SLU,12.5,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2004-10-07,,SLU,0.5,5.739,76.9,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2004-10-07,,SLU,6.5,,,2.8
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2004-10-07,,SLU,12.5,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2005-10-11,,SLU,0.5,5.5,67.794,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2005-10-11,,SLU,5.5,,,2.725
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2005-10-11,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2006-09-14,,SLU,,6.028,72.58,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2006-10-10,,SLU,0.5,5.667,64.237,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2006-10-10,,SLU,5,,,2.684
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2006-10-10,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2007-09-07,,SLU,,5.941,75.419,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2007-10-09,,SLU,0.5,5.875,61.501,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2007-10-09,,SLU,4,,,2.935
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2007-10-09,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2008-09-08,,SLU,,6,74.762,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2008-10-06,,SLU,0.5,6.52,57.131,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2008-10-06,,SLU,5.5,,,2.844
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2008-10-06,,SLU,14,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2009-09-10,,SLU,,5.743,73.434,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2009-10-01,,SLU,0.5,6.04,66.512,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2009-10-01,,SLU,5,,,2.2
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2009-10-01,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2010-09-08,,SLU,,6.135,76.644,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2010-11-05,,SLU,0.5,6,57.84,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2010-11-05,,SLU,5,,,2.923
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2010-11-05,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2011-09-16,,SLU,,5.711,72.544,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2011-11-10,,SLU,0,6.222,59.553,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2011-11-10,,SLU,6,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2011-11-10,,SLU,13,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2012-09-12,,SLU,,5.839,70.587,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2012-10-09,,SLU,0,6.762,56.786,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2012-10-09,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2012-10-19,,SLU,4,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2013-09-07,,SLU,,6.067,72.735,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2013-09-27,,SLU,,5,,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2013-10-23,,SLU,,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2013-10-23,,SLU,,6.231,63.586,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2013-10-23,,SLU,,,,2.6
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2014-09-15,,SLU,1.4,6,78.917,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2014-11-12,,SLU,0.5,6,55.416,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2014-11-12,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2015-09-04,,SLU,1.4,5.973,72.378,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2015-10-29,,SLU,0.5,6.167,63.523,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2015-10-29,,SLU,5,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2015-10-29,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2016-09-07,,SLU,1.4,6.03,77.268,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2016-11-24,,SLU,6,,,2.961
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2016-11-24,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2017-09-08,,SLU,1.3,5.778,77.532,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2017-10-25,,SLU,0.5,5.857,61.951,
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2017-10-25,,SLU,4.5,,,3
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2017-10-25,,SLU,14,,,0
WA31917172,SE645289-128665,Fräcksjön,Fräcksjön,,,2018-10-25,,SLU,4.3,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2002-10-08,,SLU,0.5,6.48,88.19,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2002-10-08,,SLU,10.5,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2003-10-06,,SLU,0.5,5.933,97.996,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2003-10-06,,SLU,10.5,,,0
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2004-10-12,,SLU,0.5,6.385,88.449,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2004-10-12,,SLU,10,,,2.8
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2005-10-18,,SLU,0.5,6.308,92.52,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2005-10-18,,SLU,9.5,,,2.25
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2006-10-17,,SLU,0.5,6.44,93.363,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2006-10-17,,SLU,8,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2007-10-15,,SLU,0.5,6.15,84.018,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2007-10-15,,SLU,5.5,,,2.833
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2008-10-08,,SLU,0.5,6.524,93.228,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2008-10-08,,SLU,9,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2009-10-06,,SLU,0.5,6.5,72.996,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2009-10-06,,SLU,10,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2010-10-20,,SLU,0.5,6.214,93.128,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2010-10-20,,SLU,10,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2011-10-12,,SLU,0,6.536,88.077,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2011-10-12,,SLU,10,,,0
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2012-10-15,,SLU,0,6.033,95.067,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2012-10-15,,SLU,10,,,2.5
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2013-10-14,,SLU,,6.227,89.076,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2013-10-14,,SLU,10,,,2
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2014-10-07,,SLU,,6.391,91.509,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2014-10-07,,SLU,10.4,,,3
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2015-10-14,,SLU,0.5,6.19,94.813,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2015-10-14,,SLU,10.5,,,1.618
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2016-10-13,,SLU,,6.522,84.609,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2016-10-13,,SLU,10,,,2.25
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2017-10-18,,SLU,0.5,6.238,92.687,
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2017-10-18,,SLU,10,,,2.25
WA18225072,SE660688-164478,Tärnan,Tärnan,,,2018-10-16,,SLU,10.54,,,1.75
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2002-10-30,,SLU,0.5,6.174,68.182,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2002-10-30,,SLU,8.5,,,2.455
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2003-11-04,,SLU,0.5,5.957,50.549,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2003-11-04,,SLU,9,,,2.242
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2004-11-03,,SLU,0.5,6.238,44.677,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2004-11-03,,SLU,8.5,,,2.477
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2005-10-18,,SLU,0.5,5.917,74.42,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2005-10-18,,SLU,8,,,2.432
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2006-10-17,,SLU,0.5,6.333,68.366,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2006-10-17,,SLU,9.5,,,3
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2007-10-23,,SLU,0.5,6.05,55.035,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2007-10-23,,SLU,9,,,2.414
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2008-10-28,,SLU,0.5,6.182,51.725,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2008-10-28,,SLU,8,,,2.138
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2009-10-19,,SLU,0.5,6.111,57.028,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2009-10-19,,SLU,8.5,,,2.163
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2010-10-20,,SLU,0.5,5.85,58.026,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2010-10-20,,SLU,8,,,2.118
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2011-10-27,,SLU,0,6.087,61.784,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2011-10-27,,SLU,8,,,2.175
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2012-10-30,,SLU,0,6.08,58.444,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2012-10-30,,SLU,7,,,2.154
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2013-11-05,,SLU,,5.154,45.789,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2013-11-05,,SLU,9.5,,,2.189
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2014-10-30,,SLU,,5.895,60.077,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2014-10-30,,SLU,8.4,,,2.154
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2015-10-19,,SLU,0.6,6.111,47.631,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2015-10-19,,SLU,9.3,,,2.082
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2016-10-17,,SLU,0.35,6,71.272,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2016-10-17,,SLU,8,,,2.15
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2017-11-09,,SLU,0.7,6.042,64.398,
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2017-11-09,,SLU,8.75,,,2.615
WA18431640,SE637121-151366,Tängersjö,Tängersjö,,,2018-11-07,,SLU,9,,,2.571
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2002-10-21,,SLU,0.5,6.429,68.575,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2002-10-21,,SLU,11.5,,,2.9
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2003-10-20,,SLU,0.5,6.353,78.071,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2003-10-20,,SLU,10,,,2.92
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2004-10-04,,SLU,0.5,6.682,65.247,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2004-10-04,,SLU,12,,,3
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2005-10-03,,SLU,0.5,6.588,65.475,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2005-10-03,,SLU,12,,,2.667
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2006-10-16,,SLU,0.5,5.938,72.789,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2006-10-16,,SLU,11.5,,,2.6
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2007-10-23,,SLU,0.5,6.118,57.405,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2007-10-23,,SLU,12.5,,,2.938
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2008-10-07,,SLU,0.5,6.429,71.808,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2008-10-07,,SLU,13,,,2.111
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2009-10-05,,SLU,0.5,6,73.348,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2009-10-05,,SLU,12,,,2.533
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2010-10-04,,SLU,0.5,5.909,80.285,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2010-10-04,,SLU,12.5,,,2
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2011-10-20,,SLU,0,6.647,63.61,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2011-10-20,,SLU,11,,,2.178
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2012-10-16,,SLU,0,6.647,57.42,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2012-10-16,,SLU,10,,,2.167
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2013-10-17,,SLU,,6,78.358,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2013-10-17,,SLU,12.2,,,2
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2014-10-06,,SLU,,6.286,71,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2014-10-06,,SLU,12.1,,,0
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2015-10-20,,SLU,0.55,6,59.02,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2015-10-20,,SLU,12.85,,,3
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2016-10-19,,SLU,0.65,5.867,73.814,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2016-10-19,,SLU,12.5,,,0
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2017-10-19,,SLU,0.6,5.643,77.098,
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2017-10-19,,SLU,12.75,,,2.211
WA41982859,SE638725-146677,Fjärasjö,Fjärasjö,,,2018-10-16,,SLU,12,,,2.176
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2002-09-19,,SLU,0.5,6.308,30.311,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2002-09-19,,SLU,10,,,3.05
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2003-09-10,,SLU,0.5,6.353,36.197,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2003-09-10,,SLU,11,,,3.11
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2004-09-15,,SLU,0.5,6.462,29.293,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2004-09-15,,SLU,8.5,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2005-09-19,,SLU,0.5,6.231,31.208,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2005-09-19,,SLU,9,,,3.014
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2006-09-12,,SLU,0.5,6.923,33.662,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2006-09-12,,SLU,11,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2007-09-12,,SLU,0.5,6.429,32.561,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2007-09-12,,SLU,13,,,3.212
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2008-09-18,,SLU,0.5,6.529,37.675,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2008-09-18,,SLU,8,,,3.182
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2009-09-15,,SLU,0.5,6.533,33.103,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2009-09-15,,SLU,12,,,3.165
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2010-09-12,,SLU,0.5,5.8,32.547,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2010-09-12,,SLU,8.5,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2011-09-12,,SLU,0,6.125,38.012,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2011-09-12,,SLU,14,,,3.089
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2012-09-11,,SLU,0,6.471,27.001,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2012-09-16,,SLU,10,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2013-09-29,,SLU,,7,18.677,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2013-09-29,,SLU,12.4,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2014-09-22,,SLU,,5.625,30.356,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2014-09-22,,SLU,16,,,0
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2015-09-21,,SLU,0.55,6.2,38.356,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2015-09-21,,SLU,12.5,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2016-09-15,,SLU,0.55,6.308,29.209,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2016-09-15,,SLU,18.5,,,3.222
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2017-09-19,,SLU,0.58,6,43.325,
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2017-09-19,,SLU,17.75,,,3
WA66869503,SE736804-160569,Louvvajaure,Louvvajaure,,,2018-09-26,,SLU,15,,,0
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2002-09-19,,SLU,0.5,5.812,59.219,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2002-09-19,,SLU,3.5,,,2.996
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2002-09-19,,SLU,7.5,,,3
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2003-09-10,,SLU,0.5,5.714,66.636,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2003-09-10,,SLU,3,,,3.004
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2003-09-10,,SLU,6,,,3
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2004-09-15,,SLU,0.5,5.85,57.714,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2004-09-15,,SLU,3,,,3
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2004-09-15,,SLU,7,,,2.5
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2005-09-15,,SLU,0.5,6.885,46.963,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2005-09-15,,SLU,6,,,2.75
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2006-09-13,,SLU,0.5,6.375,45.909,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2006-09-13,,SLU,5,,,2.967
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2007-09-26,,SLU,0.5,5.944,50.071,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2007-09-26,,SLU,7.5,,,2.862
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2008-09-24,,SLU,0.5,6.588,48.346,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2008-09-24,,SLU,8,,,2.857
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2009-10-02,,SLU,0.5,6.35,45.057,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2009-10-02,,SLU,8,,,3.5
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2010-09-21,,SLU,0.5,6.471,41.127,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2010-09-21,,SLU,8,,,3
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2011-09-27,,SLU,0,5.857,38.004,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2011-09-27,,SLU,9,,,2.983
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2012-09-11,,SLU,0,6.05,45.962,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2012-09-11,,SLU,6,,,1
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2013-09-17,,SLU,,6.438,50.76,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2013-09-17,,SLU,8,,,2
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2014-09-17,,SLU,,6.467,59.71,
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2014-09-17,,SLU,6,,,0
WA55325208,SE744629-167999,Jutsajaure,Jutsajaure,,,2015-10-05,,SLU,0.45,6.158,48.895,
